#,Title,Authors,Year,Journal,DOI,Tier,Source
530,An Iterative Optimizing Framework for Radiology Report Summarization with ChatGPT,Chong Ma; Zihao Wu; Jiaqi Wang; Shaochen Xu; Yaonai Wei et al.,2023,arXiv (Cornell University),10.48550/arxiv.2304.08448,tier2,openalex
531,An Opinion on ChatGPT in Health Care—Written by Humans Only,J. Kleesiek; Yonghui Wu; Gregor Stiglic; Jan Egger; J. Bian,2023,Journal of Nuclear Medicine,10.2967/jnumed.123.265687,tier1,semantic_scholar
532,An Overview of Catastrophic AI Risks,Dan Hendrycks; Mantas Mazeika; Thomas Woodside,2023,arXiv (Cornell University),10.48550/arxiv.2306.12001,,openalex
533,An artificial intelligence-based chatbot for prostate cancer education: Design and patient evaluation study,Magdalena Görtz; Kilian Baumgärtner; T Schmid; Marc Muschko; Philipp Woessner et al.,2023,Digital Health,10.1177/20552076231173304,tier1,openalex
534,An equitable and sustainable community of practice framework to address the use of artificial intelligence for global health workforce training.,Frehywot S; Vovides Y,2023,,10.1186/s12960-023-00833-5,tier1,europepmc
535,An evidence-based approach to artificial intelligence education for medical students: A systematic review,Nikola Pupic; Aryan Ghaffari-zadeh; Ricky Hu; Rohit Singla; Kathryn E. Darras et al.,2023,PLOS Digital Health,10.1371/journal.pdig.0000255,tier1,openalex
536,Analyzing the Evolution of Medical Ethics Education: A Bibliometric Analysis of the Top 100 Cited Articles,Sakshi Roy; Muhammad Hamza Shah; Arjun Ahluwalia; Amer Harky,2023,Cureus,10.7759/cureus.41411,tier3,openalex
537,Analyzing the Future of ChatGPT in Medical Research,,2023,Advances in Educational Technologies and Instructional Design,10.4018/978-1-6684-9300-7.ch011,tier1,crossref
538,Anesthesiologists' Perspective on the Use of Artificial Intelligence in Ultrasound-Guided Regional Anaesthesia in Terms of Medical Ethics and Medical Education: A Survey Study.,Koçer Tulgar Y; Tulgar S; Güven Köse S; Köse HC; Çevik Nasırlıer G et al.,2023,,10.5152/eurasianjmed.2023.22254,tier1,europepmc
539,Applicability of ChatGPT in Assisting to Solve Higher Order Problems in Pathology,Ranwir K Sinha; Asitava Deb Roy; Nikhil Kumar; Himel Mondal,2023,Cureus,10.7759/cureus.35237,tier1,openalex
540,"Application Research of Large Language Models in Medicine: Status, Problems, and Future",Guangcheng Ao; Guangyi Wang; Yong Chen; Jincun Xia; Songzhi Su,2023,,10.1109/itme60234.2023.00151,tier1,openalex
541,Application and Performance of Artificial Intelligence (AI) in Oral Cancer Diagnosis and Prediction Using Histopathological Images: A Systematic Review,Sanjeev B. Khanagar; Lubna Alkadi; Maryam A. Alghilan; Sara Kalagi; Mohammed Awawdeh et al.,2023,Biomedicines,10.3390/biomedicines11061612,tier2,openalex
542,Application and Prospect of Telesurgery: The Role of Artificial Intelligence,Haitao Niu,2023,Artificial intelligence,10.5772/intechopen.111494,tier2,openalex
543,Application and challenges of ChatGPT in interventional surgery,Zhaorong Wu; Linke Bian; Haigang Geng; Zhigang zheng; Hongye Wang et al.,2023,International Journal of Surgery,10.1097/js9.0000000000000704,tier1,openalex
544,Application of Artificial Intelligence and Machine Learning in Diagnosing Scaphoid Fractures: A Systematic Review.,Orji C; Reghefaoui M; Saavedra Palacios MS; Thota P; Peresuodei TS et al.,2023,,10.7759/cureus.47732,tier1,europepmc
545,Application of Artificial Intelligence in Medical Education: Current Scenario and Future Perspectives.,Rashid Mir; Gulzar Muzaffar Mir; Nadeem Tufail Raina; S Mir; Sadaf Muzaffar Mir et al.,2023,PubMed,10.30476/jamp.2023.98655.1803,tier2,openalex
546,Application of Artificial Intelligence in Orthodontics: Current State and Future Perspectives,Junqi Liu; Chengfei Zhang; Zhiyi Shan,2023,Healthcare,10.3390/healthcare11202760,tier1,openalex
547,Application of Artificial Intelligence in Paramedic Education: Current Scenario and Future Perspective: A Narrative Review,Meshal Menahi Alshebani; Mohammed Alanazi; Abdulrahman Eidhah Alanazi; Mohammed Abdulrahman Almotlaq; Faisal Mabkhoot ALdawsari et al.,2023,The Journal of Medicine Law & Public Health,10.52609/jmlph.v4i1.98,tier2,openalex
548,Application of ChatGPT in multilingual medical education: How does ChatGPT fare in 2023's Iranian residency entrance examination,Hamid Khorshidi; Afshin Mohammadi; David M. Yousem; Jamileh Abolghasemi; Golnoosh Ansari et al.,2023,Informatics in Medicine Unlocked,10.1016/j.imu.2023.101314,tier1,openalex
549,"Application of artificial intelligence chatbots, including ChatGPT, in education, scholarly work, programming, and content generation and its prospects: a narrative review",Taewon Kim,2023,Journal of Educational Evaluation for Health Professions,10.3352/jeehp.2023.20.38,tier1,openalex
550,Application of artificial intelligence in 3D printing physical organ models,Liang Ma; Shijie Yu; Xiaodong Xu; Sidney Moses Amadi; Jing Zhang et al.,2023,Materials Today Bio,10.1016/j.mtbio.2023.100792,tier2,openalex
551,Application of artificial intelligence in medical education: focus on the application of ChatGPT for clinical medical education,Hyeonmi Hong; Youngjoon Kang; Youngjon Kim; Bomsol Kim,2023,Journal of Medicine and Life Science,10.22730/jmls.2023.20.2.53,tier3,openalex
552,Application of uncertainty quantification to artificial intelligence in healthcare: A review of last decade (2013-2023),"Acharya, U Rajendra; Barua, Prabal Datta; Jahmunah, Vicnesh; Molinari, Filippo; Salvi, Massimo et al.",2023,Elsevier,10.1016/j.compbiomed.2023.107441,tier1,core
553,Application possibilities of artificial intelligence in facial vascularized composite allotransplantation—a narrative review,Leonard Knoedler; Samuel Knoedler; Omar Allam; Katya Remy; Maximilian Miragall et al.,2023,Frontiers in Surgery,10.3389/fsurg.2023.1266399,tier2,openalex
554,Application progress of artificial intelligence and augmented reality in orthopaedic arthroscopy surgery,Haojie Chen,2023,Journal of Orthopaedic Surgery and Research,10.1186/s13018-023-04280-9,tier2,openalex
555,Applications of Artificial Intelligence and Large Language Models to Plastic Surgery Research,Ishith Seth; Gabriella Bulloch; Warren M. Rozen,2023,Aesthetic Surgery Journal,10.1093/asj/sjad210,tier2,openalex
556,Applications of Artificial Intelligence in Medicine,Ruby Srivastava,2023,Exploratory Research and Hypothesis in Medicine,10.14218/erhm.2023.00048,tier1,openalex
557,Applications of Artificial Intelligence in Nursing Care: A Systematic Review,Adrian Martinez‐Ortigosa; Alejandro Martinez-Granados; Esther Gil-Hernández; Miguel Rodriguez‐Arrastia; Carmen Ropero‐Padilla et al.,2023,Journal of Nursing Management,10.1155/2023/3219127,tier1,openalex
558,"Applications of ChatGPT/GPT4 in Biological Studies, Medical and Dental Care",Mina Bagheri Varzaneh,2023,,10.20944/preprints202308.1454.v1,tier1,crossref
559,Applications of the Natural Language Processing Tool ChatGPT in Clinical Practice: Comparative Study and Augmented Systematic Review (Preprint),Nikolas Schopow; Georg Osterhoff; David Baur,2023,,10.2196/preprints.48933,tier1,crossref
560,Applying AI and Guidelines to Assist Medical Students in Recognizing Patients With Heart Failure: Protocol for a Randomized Trial.,Joo H; Mathis MR; Tam M; James C; Han P et al.,2023,,10.2196/49842,tier1,europepmc
561,Applying GPT-4 to the Plastic Surgery Inservice Training Examination.,Gupta R; Park JB; Herzog I; Yosufi N; Mangan A et al.,2023,,10.1016/j.bjps.2023.09.027,tier1,europepmc
562,Applying Neural Networks on Biometric Datasets for Screening Speech and Language Deficiencies in Child Communication,Eugenia I. Toki; Giorgos Tatsis; Vasileios Tatsis; Konstantinos Plachouras; Jenny Pange et al.,2023,Mathematics,10.3390/math11071643,tier1,openalex
563,Applying artificial intelligence to big data in hepatopancreatic and biliary surgery: a scoping review,K McGivern; Thomas M Drake; Stephen R Knight; James Lucocq; Miguel O. Bernabéu et al.,2023,Artificial Intelligence Surgery,10.20517/ais.2022.39,tier2,openalex
564,Appraising the performance of ChatGPT in psychiatry using 100 clinical case vignettes.,Franco D'Souza R; Amanullah S; Mathew M; Surapaneni KM,2023,,10.1016/j.ajp.2023.103770,tier1,europepmc
565,Approach to machine learning for extraction of real-world data variables from electronic health records,Blythe Adamson; Michael Waskom; Auriane Blarre; Jonathan Kelly; Konstantin Krismer et al.,2023,Frontiers in Pharmacology,10.3389/fphar.2023.1180962,tier1,openalex
566,Appropriateness and Comprehensiveness of Using ChatGPT for Perioperative Patient Education in Thoracic Surgery in Different Language Contexts: Survey Study (Preprint),Chen-ye Shao; Hui Li; Xiao-long Liu; Chang Li; Li-qin Yang et al.,2023,,10.2196/preprints.46900,tier1,crossref
567,Appropriateness of ChatGPT in answering heart failure related questions,Ryan C King; Jamil S. Samaan; Yee Hui Yeo; Behram Mody; Dawn Lombardo et al.,2023,,10.1101/2023.07.07.23292385,tier1,openalex
568,Are Chatbots the New Relationship Experts? Insights from Three Studies,Laura M. Vowels,2023,,10.31234/osf.io/nh3v9,tier1,openalex
569,Are Large Language Models Ready for Healthcare? A Comparative Study on Clinical Language Understanding,Yuqing Wang; Yun Zhao; Linda Petzold,2023,arXiv (Cornell University),10.48550/arxiv.2304.05368,tier2,openalex
570,Are physicians and medical students ready for artificial intelligence applications in healthcare?,AlZaabi A; AlMaskari S; AalAbdulsalam A,2023,,10.1177/20552076231152167,tier2,europepmc
571,Are physicians ready for precision antibiotic prescribing? A qualitative analysis of the acceptance of artificial intelligence-enabled clinical decision support systems in India and Singapore.,Huang Z; George MM; Tan YR; Natarajan K; Devasagayam E et al.,2023,,10.1016/j.jgar.2023.08.016,tier1,europepmc
572,Arthrosis diagnosis and treatment recommendations in clinical practice: an exploratory investigation with the generative AI model GPT-4,Stefano Pagano; Sabrina Holzapfel; Tobias Kappenschneider; Matthias Meyer; Günther Maderbacher et al.,2023,Journal of Orthopaedics and Traumatology,10.1186/s10195-023-00740-4,tier3,openalex
573,Artificial General Intelligence (AGI) for Medical Education and Training,Kennedy g Lema,2023,,10.31730/osf.io/xytzm,tier3,openalex
574,Artificial Intelligence (AI) and Machine Learning (ML) in Medical Imaging Informatics towards Diagnostic Decision Making,,2023,,10.3390/books978-3-0365-8129-3,tier1,crossref
575,"Artificial Intelligence (AI) in Radiology: A Deep Dive Into ChatGPT 4.0's Accuracy with the American Journal of Neuroradiology's (AJNR) ""Case of the Month""",Pokhraj P Suthar; Avin Kounsal; Lavanya Chhetri; Divya Saini; Sumeet G. Dua,2023,Cureus,10.7759/cureus.43958,tier1,openalex
576,Artificial Intelligence Can Generate Fraudulent but Authentic-Looking Scientific Medical Articles: Pandora's Box Has Been Opened.,Májovský M; Černý M; Kasal M; Komarc M; Netuka D,2023,,10.2196/46924,tier1,europepmc
577,"Artificial Intelligence Curriculum Needs Assessment for a Pediatric Radiology Fellowship Program: What, How, and Why?",Velez-Florez MC; Ghosh A; Patton D; Sze R; Reid JR et al.,2023,,10.1016/j.acra.2022.04.026,tier2,europepmc
578,Artificial Intelligence Improves Novices’ Bronchoscopy Performance,Kristoffer Mazanti Cold; Sujun Xie; Anne Orholm Nielsen; Paul Frost Clementsen; Lars Konge,2023,CHEST Journal,10.1016/j.chest.2023.08.015,tier2,openalex
579,Artificial Intelligence Revolution: Shaping the Future of Millennials,Muhammad Waleed; Eman; Furrukh Bashir; Ismat Nasim,2023,Pakistan Journal of Humanities and Social Sciences,10.52131/pjhss.2023.1104.0689,tier1,openalex
580,Artificial Intelligence Revolutionizing the Field of Medical Education.,Suresh Narayanan; Rajprasath Ramakrishnan; Elantamilan Durairaj; Arghya Das,2023,Cureus,10.7759/cureus.49604,tier1,pubmed
581,Artificial Intelligence Supporting the Training of Communication Skills in the Education of Health Care Professions: Scoping Review,Tjorven Stamer; Jost Steinhäuser; Kristina Flägel,2023,Journal of Medical Internet Research,10.2196/43311,tier3,openalex
582,Artificial Intelligence Versus Human-Controlled Doctor in Virtual Reality Simulation for Sepsis Team Training: Randomized Controlled Study.,Sok Ying Liaw; Jian Zhi Tan; Khairul Dzakirin Bin Rusli; Rabindra Ratan; Wentao Zhou et al.,2023,Journal of medical Internet research,10.2196/47748,tier3,pubmed
583,Artificial Intelligence and Machine Learning in Dialysis,Peter Kotanko; Hanjie Zhang; Yuedong Wang,2023,Clinical Journal of the American Society of Nephrology,10.2215/cjn.0000000000000089,tier1,openalex
584,Artificial Intelligence and the Simulationists.,David L Rodgers; Mathew Needler; Alexander Robinson; Roxie Barnes; Theresa Brosche et al.,2023,Simulation in healthcare : journal of the Society for Simulation in Healthcare,10.1097/sih.0000000000000747,tier2,pubmed
585,Artificial Intelligence at the Service of Medical Imaging in the Detection of Breast Tumors,Alio Boubacar Goga,2023,Artificial Intelligence,10.5772/intechopen.108739,tier1,crossref
586,Artificial Intelligence driven Intrusion Detection Framework for the Internet of Medical Things,Prashant Giridhar Shambharkar; Nikhil Sharma,2023,,10.21203/rs.3.rs-2634004/v1,tier1,crossref
587,Artificial Intelligence for Automatic Pain Assessment: Research Methods and Perspectives,Marco Cascella; Daniela Schiavo; Arturo Cuomo; Alessandro Ottaiano; Francesco Perri et al.,2023,Pain Research and Management,10.1155/2023/6018736,tier2,openalex
588,Artificial Intelligence for Personalised Ophthalmology Residency Training.,Muntean GA; Groza A; Marginean A; Slavescu RR; Steiu MG et al.,2023,,10.3390/jcm12051825,tier1,europepmc
589,Artificial Intelligence in Andrology: From Semen Analysis to Image Diagnostics,Ramy Abou Ghayda; Rossella Cannarella; Aldo E. Calogero; Rupin Shah; Amarnath Rambhatla et al.,2023,The World Journal of Men s Health,10.5534/wjmh.230050,tier1,openalex
590,Artificial Intelligence in Applied Medicine,Zuhair Dahham Hammood,2023,Barw Medical Journal,10.58742/xby1yt29,tier1,crossref
591,"Artificial Intelligence in Breast Imaging: Opportunities, Challenges, and Legal–Ethical Considerations",İrmak Durur-Subasi; Selahattin Özçelik,2023,Eurasian Journal of Medicine,10.5152/eurasianjmed.2023.23360,tier1,openalex
592,Artificial Intelligence in Dental Education: Opportunities and Challenges of Large Language Models (Preprint),Daniel Claman; Emre Sezgin,2023,,10.2196/preprints.52346,tier2,crossref
593,Artificial Intelligence in Health Sector: Current Status and Future Perspectives,Phani Teja Nallamothu; Kimberly Morton Cuthrell,2023,Asian Journal of Research in Computer Science,10.9734/ajrcos/2023/v15i4325,tier2,openalex
594,Artificial Intelligence in Healthcare: Perception and Reality,Abidemi O Akinrinmade; Temitayo M Adebile; Chioma Ezuma-Ebong; Kafayat Bolaji; Afomachukwu Ajufo et al.,2023,Cureus,10.7759/cureus.45594,tier1,openalex
595,Artificial Intelligence in Intensive Care Medicine: Toward a ChatGPT/GPT-4 Way?,Yanqiu Lu; Haiyang Wu; Shaoyan Qi; Kunming Cheng,2023,Annals of Biomedical Engineering,10.1007/s10439-023-03234-w,tier1,openalex
596,"Artificial Intelligence in Interprofessional Healthcare Practice Education – Insights from the Home Health Project, an Exemplar for Change",Cornelia Connolly; Orlaith Hernon; Peter J. Carr; Hemendra Worlikar; Ian McCabe et al.,2023,Computers in the Schools,10.1080/07380569.2023.2247393,tier1,openalex
597,"Artificial Intelligence in Medical Education, Advantages and Prospects",E. S. Tanishin; E. N. Tanishina,2023,Virtual Technologies in Medicine,10.46594/2687-0037_2023_3_1701,tier2,crossref
598,"Artificial Intelligence in Medical Education: Comparative Analysis of ChatGPT, Bing, and Medical Students in Germany",Jonas Roos; Adnan Kasapovic; Tom Jansen; Robert Kaczmarczyk,2023,JMIR Medical Education,10.2196/46482,tier1,openalex
599,Artificial Intelligence in Medicine: The Influence of Medical Expertise and Perceived Causability on Medical AI Risk and Benefit Perception,Nadia Said; Lea Schumacher; Markus Huff,2023,,10.31234/osf.io/m5q3p,tier2,crossref
600,Artificial Intelligence in Modern Medical Science,Ranjit Barua; Sudipto Datta,2023,Advances in Computational Intelligence and Robotics,10.4018/978-1-6684-9189-8.ch001,tier1,crossref
